superficieEtage1,superficieEtage2,superficieRallonge3Saisons,typeAlleeAcces,nbChambres,typeBatiment,conditionSousSol,expositionSousSol,superficieFinieSousSol1,superficieFinieSousSol2,qualiteSurfaceFinieSousSol1,qualiteSurfaceFinieSousSol2,nbSallesBainSs,nbDemiSallesBainSs,superficieSousSolNonAmenagee,climatisation,proxRoute1,proxRoute2,systElectrique,superficiePorcheFerme,conditionExterieur,qualiteExterieur,materiauExterieur1,materiauExterieur2,cloture,qualiteCheminee,nbCheminees,fondation,nbSallesBain,fonctionnalites,superficieGarage,nbPlacesVoiture,conditionGarage,interieurGarage,qualiteGarage,typeGarage,anneeConstrGarage,superficieHabitableSaufSs,nbDemiSallesBain,chauffage,qualiteChauffage,styleBatiment,id,nbCuisines,qualiteCuisine,contourTerrain,penteTerrain,superficieTerrain,configTerrain,longTerrainRue,formeTerrain,superficieQualiteInferieure,typeClasseBatiment,zonage,superficiePlacageMaconnerie,typePlacageMaconnerie,elementsDivers,valeursElementsDivers,moisVente,quartier,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,alleePavee,superficiePiscine,qualitePiscine,materiauToit,styleToit,conditionVente,prix,typeVente,superficieSolarium,typeRouteAcces,nbPieces,superficieTotaleSousSol,utilites,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente,date_taux_inflation,taux_inflation,changement_annuel_taux_inflation,annee_taux_inflation,date_taux_criminalite,ames_taux_criminalite,iowa_taux_criminalite,etatsunis_taux_criminalite,annee_taux_criminalite,annee_indice_prix_logements,moyenne_indice_prix_logements,Latitude,Longitude,Coordonnées,ancienneteRenovation,ancienneteConstruction,superficieTotale,mois_anneeVente,route_ville,autoroute,proximite_gare,proximite_parc,nbTotalSallesBain,hauteurSs
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Exposition moyenne,0,0,Non fini,Non fini,0.0,0.0,1000-1500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,Gd,CemntBd,CmentBd,Pas de clôture,Qualité inconnue,0,Fondation Béton,1,Typique,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,100-150 m2,0,Chauffage air pulsé,Excellent,1Story,794,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,20,RL,< 200 m2,Stone,Non défini,Pas d elements divers,6,Somerst,> 5 m2,3,4,Pavée,Pas de piscine,Non défini,CompShg,Gable,Maison pas terminée,206514.144,Vente Nouvelle construction,Pas de solarium,Pave,7,100-150 m2,AllPub,10-20 m2,2005 et plus,2005-2010,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.05147116800214,-93.64495042989309,"42.05147116800214, -93.64495042989307",0,0,200-300,6-2007,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,501-1000 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,Gd,MetalSd,MetalSd,Pas de clôture,Moyenne,1,Fondation Béton,1,Typique,30-40 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1990-1999,150-200 m2,1,Chauffage air pulsé,Excellent,2Story,795,1,Qualité cusine bonne,Lvl,Gtl,Entre 1001 et 2000 m2,Corner,Entre 21 et 30 m,IR1,0 m2,60,RL,0,None,Remise,< 1000,10,Gilbert,< 5 m2,3,4,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,178520.00448,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,50-75 m2,AllPub,10-20 m2,1990-1995,1995-2000,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.10673828802636,-93.64970782361708,"42.10673828802636, -93.64970782361709",12,14,200-300,10-2008,Oui,Non,Non,Non,2.5,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,HdBoard,HdBoard,Intimité minimale,Moyenne,1,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1980-1989,100-150 m2,1,Chauffage air pulsé,Moyen/Typique,2Story,796,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,60,RL,< 200 m2,BrkFace,Non défini,Pas d elements divers,4,SawyerW,< 5 m2,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,156950.74944,Vente Garantie Conventionnelle,201-300 m2,Pave,7,50-75 m2,AllPub,0,2005 et plus,2010 et plus,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,40.70556572827466,-91.4093598448185,"40.705565728274664, -91.4093598448185",29,30,200-300,4-2010,Oui,Non,Non,Non,2.5,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,Plywood,Plywood,Intimité minimale,Moyenne,1,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,100-150 m2,1,Chauffage air pulsé,Excellent,1Story,797,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,20,RL,< 200 m2,BrkFace,Non défini,Pas d elements divers,4,Sawyer,0,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,131710.13184,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,50-75 m2,AllPub,10-20 m2,1970-1980,1970-1980,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,40.69662226615848,-91.35459374622498,"40.69662226615848, -91.35459374622498",30,30,< 200,4-2007,Oui,Non,Non,Non,1.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,2,1Fam,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Quartiers de vie sous la moyenne,Non fini,0.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,VinylSd,VinylSd,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Typique,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1950-1959,50-75 m2,0,Chauffage air pulsé,Bon,1Story,798,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,Reg,0 m2,20,RL,0,None,Non défini,Pas d elements divers,4,NAmes,0,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,"Echange, saisie, vente rapide",100962.4704,Vente Garantie Conventionnelle,Pas de solarium,Pave,4,50-75 m2,AllPub,0,1950-1960,1950-1960,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",55,55,< 200,4-2008,Oui,Non,Non,Non,1.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Quartiers de vie moyenne,Non fini,1.0,0.0,< 500 m2,Oui,Feedr,Norm,Boîte à disjoncteurs,201-300 m2,TA,TA,Wd Sdng,Wd Sdng,Intimité minimale,Moyenne,2,Fondation Brique,1,Typique,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,Avant 1950,150-200 m2,1,Chauffage air pulsé,Excellent,1.5Fin,800,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Corner,Entre 11 et 20 m,Reg,0 m2,50,RL,200-400 m2,BrkFace,Non défini,Pas d elements divers,6,SWISU,0,4,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,160622.112,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,50-75 m2,AllPub,0,1925-1950,1950-1960,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.026665240967446,-93.64620483976044,"42.026665240967446, -93.64620483976043",57,70,200-300,6-2007,Oui,Oui,Non,Non,2.5,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,1001-1500 m2,Pas de rallonge 3 saisons,No alley access,4,1Fam,Condition Ss Bonne,Bonne exposition,< 500 m2,0,Bonne qualité de vie,Non fini,1.0,0.0,< 500 m2,Oui,Feedr,Norm,Boîte à disjoncteurs,101-200 m2,TA,TA,VinylSd,VinylSd,Pas de clôture,Qualité inconnue,0,Fondation Béton,1,Typique,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1990-1999,150-200 m2,1,Chauffage air pulsé,Bon,2Story,801,1,Qualité cusine bonne,HLS,Mod,Entre 1001 et 2000 m2,Inside,Entre 21 et 30 m,IR1,0 m2,60,RL,0,None,Remise,< 1000,5,ClearCr,> 5 m2,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,183568.128,Vente Garantie Conventionnelle,Pas de solarium,Pave,8,50-75 m2,AllPub,> 20 m2,1995-2000,1995-2000,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.036000116934304,-93.64852973747072,"42.036000116934304, -93.64852973747072",11,11,200-300,5-2008,Oui,Oui,Non,Non,3.5,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,2,1Fam,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Faible qualité,Non fini,1.0,0.0,500-1000 m2,Oui,Norm,Norm,Boîte à fusibles,Pas de porche fermé,TA,TA,MetalSd,MetalSd,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1950-1959,100-150 m2,0,Chauffage air pulsé,Excellent,1Story,802,1,Qualité cusine bonne,Lvl,Gtl,Entre 201 et 500 m2,Inside,Entre 11 et 20 m,Reg,0 m2,30,RM,0,None,Non défini,Pas d elements divers,7,IDOTRR,0,4,2,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,100870.686336,Vente Garantie Conventionnelle,Pas de solarium,Pave,5,100-150 m2,AllPub,0,1900-1925,1990-1995,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.00954136946634,-93.55969070172078,"42.00954136946634, -93.55969070172078",17,91,200-300,7-2007,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Exposition moyenne,500-1000 m2,0,Bonne qualité de vie,Non fini,1.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,Gd,WdShing,Wd Shng,Pas de clôture,Bon,1,Fondation Béton,1,Typique,30-40 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,100-150 m2,1,Chauffage air pulsé,Excellent,2Story,803,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,Reg,0 m2,60,RL,0,None,Non défini,Pas d elements divers,10,CollgCr,< 5 m2,3,4,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,173471.88096,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,50-75 m2,AllPub,< 10 m2,2005 et plus,2005-2010,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376",3,3,200-300,10-2008,Oui,Non,Non,Non,3.5,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,2,1Fam,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Faible qualité,Non fini,0.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,Wd Sdng,Wd Sdng,Bois de bonne qualité,Qualité inconnue,0,Fondation Ciment,1,Déductions mineures,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1950-1959,100-150 m2,0,Chauffage air pulsé,Moyen/Typique,1Story,805,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,20,RL,0,None,Non défini,Pas d elements divers,6,NAmes,0,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente entre membres de la famille,108305.19552,Vente Garantie Conventionnelle,Pas de solarium,Pave,5,75-100 m2,AllPub,0,1950-1960,1950-1960,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",52,52,< 200,6-2006,Oui,Non,Non,Non,1.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,1000-1500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,Gd,VinylSd,VinylSd,Pas de clôture,Qualité inconnue,0,Fondation Béton,1,Typique,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,100-150 m2,0,Chauffage air pulsé,Excellent,1Story,806,1,Qualité cusine excellente,Lvl,Gtl,Entre 1001 et 2000 m2,FR2,Entre 21 et 30 m,IR1,0 m2,20,RL,200-400 m2,Stone,Non défini,Pas d elements divers,7,Somerst,> 5 m2,3,4,Pavée,Pas de piscine,Non défini,CompShg,Gable,Maison pas terminée,208973.9569152,Vente Nouvelle construction,Pas de solarium,Pave,6,100-150 m2,AllPub,0,2005 et plus,2005-2010,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.05147116800214,-93.64495042989309,"42.05147116800214, -93.64495042989307",0,0,200-300,7-2008,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Exposition moyenne,< 500 m2,< 500 m2,Quartiers de vie moyenne,Salle de récréation moyenne,0.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,VinylSd,VinylSd,Pas de clôture,Qualité inconnue,0,Fondation Béton,1,Typique,30-40 m2,1.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,75-100 m2,0,Chauffage air pulsé,Bon,SLvl,807,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,80,RL,0,None,Non défini,Pas d elements divers,10,NAmes,0,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,124367.40672,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,75-100 m2,AllPub,< 10 m2,1960-1970,1960-1970,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",39,39,< 200,10-2006,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,501-1000 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Bonne exposition,1000-1500 m2,0,Bonne qualité de vie,Non fini,2.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,Wd Sdng,Wd Sdng,Pas de clôture,Moyenne,1,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,Avant 1950,100-150 m2,1,Chauffage air pulsé,Excellent,2Story,808,1,Qualité cusine bonne,Lvl,Gtl,Entre 1001 et 2000 m2,Inside,Plus de 31 m,Reg,0 m2,70,RL,0,None,Non défini,Pas d elements divers,5,BrkSide,> 5 m2,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,205137.38304,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,100-150 m2,AllPub,0,1900-1925,2000-2005,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.02860525428564,-93.63044987597964,"42.02860525428564, -93.63044987597965",5,86,200-300,5-2009,Oui,Non,Non,Non,3.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Exposition moyenne,500-1000 m2,< 500 m2,Quartiers de vie moyenne,Quartiers de vie sous la moyenne,1.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,VinylSd,VinylSd,Bois de bonne qualité,Bon,1,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,100-150 m2,0,Chauffage air pulsé,Moyen/Typique,SLvl,809,1,Qualité cusine bonne,Lvl,Gtl,Entre 1001 et 2000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,80,RL,> 1000 m2,BrkFace,Non défini,Pas d elements divers,6,NAmes,0,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,146808.610368,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,75-100 m2,AllPub,0,1960-1970,1960-1970,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",40,40,< 200,6-2006,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,1001-1500 m2,Pas de rallonge 3 saisons,No alley access,2,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Non,Norm,Norm,Boîte à fusibles,Pas de porche fermé,TA,TA,AsbShng,AsbShng,Intimité minimale,Qualité inconnue,0,Fondation Béton,1,Typique,30-40 m2,2.0,Condition garage autre,Non fini,Faible,Détaché de la maison,Avant 1950,150-200 m2,0,Chauffage air pulsé,Moyen/Typique,2.5Unf,810,3,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Corner,Entre 21 et 30 m,Reg,0 m2,75,RM,0,None,Non défini,Pas d elements divers,11,OldTown,> 5 m2,3,3,Terre/Gravier,Pas de piscine,Non défini,CompShg,Hip,Vente normale,97291.10784,Vente Garantie Conventionnelle,Pas de solarium,Pave,10,75-100 m2,AllPub,< 10 m2,Avant 1900,1960-1970,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,43.31349599143381,-95.14410804264548,"43.31349599143381, -95.14410804264548",44,111,200-300,11-2009,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,500-1000 m2,< 500 m2,Quartiers de vie moyenne,Faible qualité,1.0,0.0,0,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,HdBoard,HdBoard,Bonne intimité,Médiocre,1,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,100-150 m2,1,Chauffage air pulsé,Mauvais,1Story,811,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,20,RL,< 200 m2,BrkFace,Non défini,Pas d elements divers,1,NWAmes,0,3,3,Pavée,> 600 m2,Médiocre,CompShg,Hip,Vente normale,166129.15584,Vente Garantie Conventionnelle,Pas de solarium,Pave,5,75-100 m2,AllPub,> 20 m2,1970-1980,1995-2000,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.0462744726601,-93.66290853948183,"42.0462744726601, -93.66290853948183",7,32,200-300,1-2006,Oui,Non,Non,Non,2.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,1,TwnhsE,Condition Ss Bonne,Bonne exposition,500-1000 m2,0,Bonne qualité de vie,Non fini,1.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,Gd,VinylSd,VinylSd,Pas de clôture,Bon,1,Fondation Béton,1,Typique,30-40 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,75-100 m2,0,Chauffage air pulsé,Excellent,1Story,812,1,Qualité cusine bonne,Lvl,Gtl,Entre 201 et 500 m2,Inside,Entre 21 et 30 m,Reg,0 m2,120,RM,< 200 m2,BrkFace,Non défini,Pas d elements divers,6,CollgCr,0,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,132627.97248,Type Vente Autre,Pas de solarium,Pave,4,75-100 m2,AllPub,10-20 m2,2000-2005,2000-2005,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376",4,4,< 200,6-2008,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,2,1Fam,Condition Ss Bonne,Exposition moyenne,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Non,Norm,Norm,Boîte à fusibles,Pas de porche fermé,TA,Fa,Wd Sdng,Wd Sdng,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Autre type garage,1950-1959,75-100 m2,0,Chauffage air pulsé,Moyen/Typique,1Story,813,1,Qualité cusine médiocre,Bnk,Mod,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,20,C (all),0,None,Remise,< 1000,6,IDOTRR,0,3,3,Terre/Gravier,Pas de piscine,Non défini,CompShg,Hip,Condition Vente Autre,51392.65095552,Vente Garantie Conventionnelle,Pas de solarium,Grvl,4,50-75 m2,AllPub,0,1950-1960,1950-1960,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,42.00954136946634,-93.55969070172078,"42.00954136946634, -93.55969070172078",58,58,< 200,6-2010,Oui,Non,Non,Non,1.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,4,1Fam,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Salle de récréation moyenne,Non fini,0.0,0.0,500-1000 m2,Oui,Norm,Norm,Boîte à disjoncteurs,201-300 m2,TA,TA,MetalSd,MetalSd,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Typique,20-30 m2,1.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1950-1959,100-150 m2,1,Chauffage air pulsé,Bon,1Story,814,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,20,RL,200-400 m2,BrkFace,Remise,< 1000,4,NAmes,0,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,144927.037056,Succession,Pas de solarium,Pave,7,100-150 m2,AllPub,0,1950-1960,1950-1960,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",49,49,200-300,4-2007,Oui,Non,Non,Non,1.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,Grvl,3,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,1.0,500-1000 m2,Oui,Norm,Norm,Boîte à disjoncteurs,1-100 m2,TA,TA,Stucco,Stucco,Pas de clôture,Qualité inconnue,0,Fondation Brique,1,Typique,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1950-1959,100-150 m2,1,Chauffage eau chaude ou vapeur,Bon,1.5Fin,815,1,Qualité cusine médiocre,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,Reg,0 m2,50,RL,0,None,Non défini,Pas d elements divers,7,Edwards,0,4,3,Pavée partiellement,Pas de piscine,Non défini,CompShg,Gable,Vente normale,106469.51424,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,50-75 m2,AllPub,10-20 m2,1900-1925,1950-1960,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,41.05817196135305,-92.42061613737812,"41.05817196135305, -92.42061613737812",56,88,< 200,7-2006,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
1500-2000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,1500-2336 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,VinylSd,VinylSd,Pas de clôture,Qualité inconnue,0,Fondation Béton,1,Typique,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1990-1999,150-200 m2,0,Chauffage air pulsé,Excellent,1Story,816,1,Qualité cusine bonne,Lvl,Gtl,Entre 1001 et 2000 m2,CulDSac,Entre 11 et 20 m,IR2,0 m2,20,RL,400-600 m2,BrkFace,Non défini,Pas d elements divers,5,CollgCr,< 5 m2,3,4,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,206422.359936,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,> 150 m2,AllPub,0,1995-2000,1995-2000,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376",12,12,300-400,5-2010,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2.3 - 2.5 m
